107.220799 	 0.000000
93.030078 	 43.502001
97.830639 	 -10.152454
95.974292 	 -54.880004
96.137159 	 -68.551711
91.903885 	 -60.522123
87.972840 	 -139.387346
96.856334 	 153.421016
100.675902 	 136.490328
106.730104 	 139.789293
113.213305 	 165.455896
118.732294 	 -132.631172
120.662820 	 47.652706
114.975298 	 -40.407031
110.316080 	 -79.406670
108.327567 	 -89.288667
105.337771 	 -110.208925
100.306369 	 -117.394158
89.330041 	 -75.837969
101.956709 	 25.077982
108.318874 	 48.501126
111.308212 	 88.626855
111.391263 	 169.506931
113.279868 	 -47.856636
113.464348 	 164.432550
108.631122 	 88.971944
103.797142 	 20.188298
99.646297 	 -47.728807
99.430063 	 -90.538814
101.587439 	 -132.019771
103.692404 	 -144.401833
102.116718 	 -129.535101
92.278185 	 -52.658528
103.302323 	 91.222142
104.356150 	 -166.352269
108.535154 	 -10.731272
106.511686 	 -144.818692
97.996902 	 114.652517
98.706939 	 42.863896
103.920225 	 -0.219363
94.962366 	 8.252182
93.840761 	 -81.831738
103.663602 	 -133.564459
100.723421 	 -130.463653
99.081740 	 109.144622
107.049979 	 150.803827
100.714462 	 -16.620830
109.042178 	 99.508524
109.803516 	 -13.944927
109.847446 	 -106.526715
107.649803 	 -171.253451
94.072497 	 43.321569
105.270061 	 -8.091689
95.902651 	 -16.898386
108.433112 	 -169.429817
108.893498 	 -138.238266
108.796851 	 39.882472
112.627386 	 118.864887
112.008264 	 -37.572769
109.592072 	 89.598068
114.989969 	 -26.355496
115.400519 	 -135.919870
114.096431 	 155.396851
104.881729 	 58.471730
106.179076 	 -11.591084
100.581275 	 -10.357274
104.126065 	 161.373291
102.575744 	 -118.679800
103.525808 	 17.639404
102.839145 	 151.468487
106.260722 	 -36.402664
104.933099 	 -176.678381
103.386677 	 11.165142
103.340005 	 -90.946120
101.173191 	 137.410147
99.820041 	 103.905806
94.442056 	 -76.869875
100.099223 	 -43.214456
95.855063 	 69.881811
100.345959 	 -146.921160
98.145081 	 8.635768
101.496649 	 153.269953
98.631764 	 -11.468491
