-75.963557 	 0.000000
-80.482247 	 101.643596
-80.084412 	 49.191080
-65.448475 	 109.598291
-81.965036 	 -100.034452
-78.046472 	 -177.440246
-42.860159 	 89.407341
-79.456844 	 41.384146
-80.925344 	 -33.133447
-58.134289 	 -86.858495
-81.910679 	 -165.220866
-78.996332 	 117.245283
-57.042211 	 95.966764
-78.480614 	 -17.822502
-79.965483 	 -98.702503
-56.141605 	 83.427201
-78.918664 	 118.334463
-79.009599 	 40.187932
-72.304078 	 148.655890
-79.425176 	 -105.545372
-81.541904 	 -169.779722
-65.863498 	 -78.752674
-81.737814 	 62.180260
-80.417741 	 -24.735492
-65.732618 	 87.994550
-77.599272 	 -161.547093
-82.505584 	 140.148147
-60.223655 	 96.621371
-79.833200 	 -32.350621
-78.516912 	 -76.998172
-54.348409 	 85.738366
-82.740624 	 116.596999
-78.654681 	 60.003169
-59.018957 	 101.736102
-81.518283 	 -56.054981
-79.428683 	 -168.473469
-69.062629 	 -65.134950
-77.641118 	 67.025059
-81.892725 	 4.659802
-54.386959 	 -89.514723
-79.938752 	 -155.101326
-77.612097 	 140.344374
-48.134494 	 92.606356
-80.124389 	 -8.184943
-78.978731 	 -88.936400
-60.391343 	 -78.060350
-79.858296 	 151.093637
-81.712736 	 48.480904
-43.320881 	 93.354177
-78.296710 	 -78.739816
-82.356274 	 -120.422372
-49.942947 	 89.036637
-80.256597 	 69.770313
-78.443197 	 6.492754
-45.539160 	 92.251570
-79.883323 	 -152.418455
-80.102194 	 149.007568
-73.658889 	 97.942973
-82.294156 	 8.850916
-80.046646 	 -66.717623
-56.796882 	 86.266558
-80.724430 	 156.241191
-79.357083 	 90.344154
-37.641298 	 -88.935062
-79.394111 	 -49.173878
-78.588440 	 -141.777249
-41.917293 	 -86.680100
-78.871314 	 77.983191
-80.444053 	 13.788328
-49.500417 	 -89.469630
-80.532378 	 -123.394524
-79.397583 	 151.976705
-53.594506 	 92.312629
-79.015242 	 15.495458
-80.557572 	 -57.638506
