30.000000,0.000000
-153.662076,17.002167
-152.023948,90.487531
-34.826032,-44.454664
186.704350,-165.645691
-499.868451,-91.594729
136.479495,117.863303
236.045094,-312.955421
118.674064,1.052298
352.214450,-899.131924
316.572744,76.661402
-263.987701,45.555948
-3.416337,-444.956337
153.154234,122.219703
148.254781,-239.542715
-192.191869,-174.074318
980.975323,2.843833
-80.476333,-546.295664
276.838457,150.457740
-1.861666,1042.537011
-351.040986,191.651988
-82.161689,-211.288220
-259.717207,-932.485479
410.816394,48.970637
57.108500,-179.028015
-310.970847,-885.147755
470.450992,394.669020
-789.424583,-198.565392
-17.953733,-339.889816
593.805911,-2.408436
-196.276733,271.041914
-512.147829,-855.409026
431.109815,363.387365
-188.898238,-512.031884
333.069305,716.975174
18.998815,-458.297519
310.171296,403.336685
-28.845375,-123.643607
91.053530,-442.927991
-189.409834,423.200521
621.956568,183.251286
-17.487198,628.358251
483.431214,159.305310
141.758703,577.537285
92.709584,-256.683320
231.184149,-85.557454
-116.636827,56.961249
-208.973009,-377.696382
184.209554,313.152930
-192.181486,252.384270
-565.888936,-192.117596
60.994699,227.330605
-258.423218,188.708660
500.639308,-429.061257
-940.105571,-372.589552
1148.878007,-399.971264
-336.685743,546.600573
120.092348,-339.863218
472.468532,229.622809
288.415989,-624.968948
360.861482,248.656377
77.551396,772.508893
548.347827,-29.769947
-221.478050,696.256124
-137.728987,614.817833
-702.287170,-36.716349
213.790118,510.878197
872.369498,-455.654901
445.623566,-688.467197
-96.081581,2.610789
-87.795376,-227.553417
-809.850324,308.032516
84.050009,-198.044965
309.065385,480.317012
-202.499562,139.829209
-15.812164,392.191911
-32.557417,4.936748
246.205993,493.338910
-174.187455,5.237618
-353.795757,-51.528695
-201.741860,189.941859
-91.552552,-491.172075
-33.002849,33.040183
-76.740700,-250.527659
143.524585,-511.976216
766.913469,3.720231
124.980978,339.980309
-778.679257,244.417737
563.195374,251.442169
-602.141482,-114.663060
280.912667,229.014837
-139.201659,432.485522
112.344128,481.106838
135.817028,256.899036
271.436782,-64.734787
99.601775,211.550102
-95.975910,46.787797
172.706084,160.809051
40.924898,28.366662
-18.046274,137.868307
-551.316051,-11.217430
-256.312035,375.305486
467.950551,100.195500
247.069680,85.713425
-421.486234,-171.229230
557.758811,-285.210014
-604.851255,-892.939712
783.049457,-610.488362
1376.219424,536.574121
710.808020,-438.754968
775.043407,295.662399
-427.464220,593.346279
87.200733,-425.446000
491.565734,-528.996866
-194.613245,-325.868072
253.639770,-198.839049
325.959259,-281.212812
-813.974851,435.594713
110.030637,-374.767072
-218.118168,28.990496
-148.893833,-74.056380
380.071101,-53.504434
-515.704110,146.152063
-377.186648,-56.250263
-16.709531,17.383006
651.583328,28.082154
-45.520944,-345.957240
-125.573495,-440.938518
24.954787,-260.959248
-485.456582,503.820969
509.136684,-289.830365
273.965861,337.668277
-977.710399,-389.034872
-110.715035,10.841230
198.197153,-47.565654
-129.111368,-387.369926
-301.011418,-834.376231
287.991550,-343.731661
188.723165,582.806696
807.988104,27.336268
-440.154781,533.966303
-52.786229,-196.139331
-76.256850,473.454842
239.852016,193.112057
-474.125773,-185.638741
-720.440421,-543.610090
264.366354,-320.482109
-736.384203,-253.213956
-175.420262,-484.597846
-104.047827,-918.708636
-123.571685,133.824851
92.815385,-333.690999
-367.374031,-117.413645
-500.213544,172.712697
-267.514766,-60.981441
111.584570,-120.071202
484.516392,-193.976096
702.614946,36.760809
-655.509382,230.396500
-552.991493,-647.785079
-514.926562,495.641217
-191.342825,175.437557
36.676411,-623.169363
476.070428,-517.800870
413.072096,-141.218278
160.842087,-275.004240
-135.759942,-483.306634
26.744372,105.486183
11.888823,88.059914
-2.369905,-652.301750
196.042550,-268.681058
-307.268189,-584.808475
-524.330547,-341.671457
173.257336,61.516334
150.951808,-416.449329
50.100455,-125.789907
-61.114719,-247.915844
217.983829,-404.582851
72.589916,-229.295359
-421.352669,-179.317442
548.998589,-138.656750
462.658242,685.892925
-0.544519,248.272570
-654.692833,226.007249
273.967852,376.855938
-127.090077,7.324460
-62.371576,-205.824218
628.565849,267.137717
-779.245967,104.005357
-606.563701,41.529057
158.017380,-337.675433
38.385971,200.092035
110.714730,454.799963
-1103.565342,-12.603536
-208.322765,-358.985584
-412.232692,17.394679
33.361631,-610.065626
598.617435,125.860365
558.431271,238.956140
260.710195,-509.619939
-218.273958,-61.126778
-833.331830,-291.785544
-94.370621,88.866163
270.851158,107.136363
223.600588,-332.473109
-91.629247,-195.512596
-376.771447,548.079865
-435.527899,406.879332
-358.743029,-238.575247
-422.041089,306.069921
-419.185481,-295.448570
831.986691,-292.697124
-53.900342,31.889404
